model,field,mean,median,min,p10,p90,max
mpnet,instructions_for_use,0.7173144817352295,0.7248666286468506,0.26899415254592896,0.555375874042511,0.8758114576339722,1.0000004768371582
mpnet,Validation_file,0.7705810070037842,0.7770418524742126,0.3841150403022766,0.6368250846862793,0.8894457817077637,1.0000004768371582
mpnet,Pathogen/Target,0.2410745918750763,0.18841363489627838,0.00017623789608478546,0.0648006796836853,0.4706231355667114,1.0000004768371582
